Part number,Part name,Additional name,Location,Total balance,Unit,WH,Serial number
1065797,GRD40Q-QSM40,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067279
1065797,GRD40Q-QSM40,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067281
1065797,GRD40Q-QSM40,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067282
1065797,GRD40Q-QSM40,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067283
1065799,Cover Tilt Axle EC214S/EC219S Cast,,FLOOR,2.00,Pcs,WH1,
1066135,"Tilt cylinder EC206, EC206B",,FLOOR,2.00,Pcs,WH1,
1067225,Lock plate-UNI axle-S60/S70/S80,,FLOOR,8.00,Pcs,WH1,
1067394,EC226S-QSM70Q-QS70-DC2-H31-T11,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067096
1067413,EC219S-QSM60Q-QS60-DC2-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067091
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067225
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067226
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067227
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067228
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067229
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067230
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067231
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067232
1067444,EC214S-QSM60Q-QS60-DC2-24V-H28-T1,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067233
1067465,EC209BS-QSM45Q-QS45-DC2-24V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt & Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010066127
1067465,EC209BS-QSM45Q-QS45-DC2-24V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt & Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067217
1067465,EC209BS-QSM45Q-QS45-DC2-24V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt & Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067218
1067465,EC209BS-QSM45Q-QS45-DC2-24V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt & Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067221
1067734,EC209BS-QSM45Q-QS45-DC2-12V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067207
1067734,EC209BS-QSM45Q-QS45-DC2-12V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067208
1067734,EC209BS-QSM45Q-QS45-DC2-12V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067209
1067734,EC209BS-QSM45Q-QS45-DC2-12V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067210
1067734,EC209BS-QSM45Q-QS45-DC2-12V-H48-T51,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067211
1067741,EC233S-QSM70Q-QS70-DC2-H31-T73,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067099
1067897,Reconstruction kit-EC209-QSM45/50,-Info: QSM-Q-->QSM -Info: To rebuild QSM45Q/QSM50Q to bolted version,FLOOR,2.00,Pcs,WH1,
1068367,Locking cylinder S40/QSM40 pre-assembled,,FLOOR,2.00,Pcs,WH1,
1068379,Reconstruction kit-EC226/EC233-QSM70,-Info: QSM-Q-->QSM -Info: To rebuild QSM70Q to bolted version,FLOOR,2.00,Pcs,WH1,
1068462,Protection Plug QS sensor GL26,,FLOOR,4.00,Pcs,WH1,
1068609,Reconstruction kit-QSM40,-Info: QSM-Q-->QSM -Info: To rebuild QSM40Q to QSM40 with Tema couplings on Extra 2,FLOOR,2.00,Pcs,WH1,
1068693,EC206BS-QSM40Q-QS40-DC2-H65-T57,"-Machine adapted: No
-ECOil Hitch: H¤ 2bl 2hy 0el 0cl.
-ECOil Top: T¤ 2bl 2hy 2el 1cl.
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067195
1068693,EC206BS-QSM40Q-QS40-DC2-H65-T57,"-Machine adapted: No
-ECOil Hitch: H¤ 2bl 2hy 0el 0cl.
-ECOil Top: T¤ 2bl 2hy 2el 1cl.
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067196
1068693,EC206BS-QSM40Q-QS40-DC2-H65-T57,"-Machine adapted: No
-ECOil Hitch: H¤ 2bl 2hy 0el 0cl.
-ECOil Top: T¤ 2bl 2hy 2el 1cl.
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067197
1068693,EC206BS-QSM40Q-QS40-DC2-H65-T57,"-Machine adapted: No
-ECOil Hitch: H¤ 2bl 2hy 0el 0cl.
-ECOil Top: T¤ 2bl 2hy 2el 1cl.
-Position Sensors: Tilt+Rotation
-Volt: 12V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067199
1068747,GAF-GHH1200 V2-QS60-125x50x1200-5T TP500-T2,"-Version: Hydraulic
-ECOil: T¤ 1bl 2hy 0el 0cl
-Feed hose couplings: #N/A
-Frame width: 1200
-Fork dimensions: 125x50x1200
-Max load: 5T
-Other:",FLOOR,0.00,Pcs,WH1,
1068863,Axle grab cylinder against frame GRD60B/70B,,FLOOR,4.00,Pcs,WH1,
1068988,GAF-GH1200 V2-QS60-125x50x1200-5T TP500,"-Version: Mechanical
-ECOil: #N/A
-Feed hose couplings: #N/A
-Frame width: 1200
-Fork dimensions: 125x50x1200
-Max load: 5T
-Other:",FLOOR,1.00,Pcs,WH1,EC086874
1068989,ECO-upgrade kit QSM45-right-H49,-ECOil Hitch: H¤ 1bl 3hy 0el 0cl,FLOOR,2.00,Pcs,WH1,
1069398,Cover plate Power plug-ECO40W-top bracket V2,-Info: replaces 1057689,FLOOR,6.00,Pcs,WH1,
1069400,Attachment block ECO40 W-top bracket-with pin V2,-Info: replaces 1061832 together with 1069398 and 1069401 (with lubrication nipple)  or 1069402 (without lubrication nipple),FLOOR,6.00,Pcs,WH1,
1069559,Cable M12-5P -> 2x M12-5S Y-splitter-DC2-DC3,"-Info: With 0,3m PUR cable
-Info: EVC614",FLOOR,2.00,Pcs,WH1,
1069623,Cover plate Side QSM60 V3 - sensor,,FLOOR,1.00,Pcs,WH1,
1070275,Tilt cylinder EC219 (cast waist) for overcenter 730277,"-Info: No plug function to run without overcenter valves
-Info: Replaces 1019892 in all applications where plugging is not needed",FLOOR,2.00,Pcs,WH1,
1070407,Bucket GB17-900-1700-S60 support,-Info: for GRD60 (GRD20),FLOOR,1.00,Pcs,WH1,EC086881
1070462,Bucket GB20-1100-1700-S70 support,-Info: for GRD70,FLOOR,1.00,Pcs,WH1,EC086882
1070462,Bucket GB20-1100-1700-S70 support,-Info: for GRD70,FLOOR,1.00,Pcs,WH1,EC086883
1070488,Bucket GB22-1250-1900-S70 support,-Info: for GRD70,FLOOR,1.00,Pcs,WH1,EC086884
1070488,Bucket GB22-1250-1900-S70 support,-Info: for GRD70,FLOOR,1.00,Pcs,WH1,EC086885
1070508,Bucket GB24-1400-2000-S70 support,-Info: for GRD70,FLOOR,1.00,Pcs,WH1,EC086871
1070508,Bucket GB24-1400-2000-S70 support,-Info: for GRD70,FLOOR,1.00,Pcs,WH1,EC086872
1070851,GS-BPE2-QS40-T59,"-Info: SK05,10/SG06,09,12/PP3200/SR/GRB/TG25,28
- ECOil Top: T¤ 2bl 2hy 0el 0cl",FLOOR,0.00,Pcs,WH1,
1070867,Assembly kit-3rd party tilt sensor-EC214->EC233-DC2,"-Info: Delivered with 9000530
-Requires 1079936 or 1079937 depending on machine hitch type.",FLOOR,2.00,Pcs,WH1,
1071001,Shim chamfered Ø140/66 x 10,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067295
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067296
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067297
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067298
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067299
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067300
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067301
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067302
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067303
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067304
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067305
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067307
1071055,GRD60B-QSD60/QSM60,"-Info: Documentation 9000116
",FLOOR,1.00,Pcs,WH1,MO010067308
1071748,"Shim Ø140/66 x 0,5",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1071749,"Shim Ø140/66 x 1,0",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1071750,"Shim Ø140/72 x 0,5",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1071751,"Shim Ø140/72 x 1,0",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1071752,"Shim Ø140/81 x 0,5",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1071753,"Shim Ø140/81 x 1,0",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1071773,Shim chamfered Ø140/66 x 5,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071775,Shim chamfered Ø140/66 x 8,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071782,Shim chamfered Ø140/72 x 5,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071784,Shim chamfered Ø140/72 x 8,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071786,Shim chamfered Ø140/72 x 10,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071788,Shim chamfered Ø140/81 x 5,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071789,Shim chamfered Ø140/81 x 8,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071790,Shim chamfered Ø140/81 x 10,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1071931,Block ECO60 W-S60-quick hitch -3hy right (assembly),"-Info: Replaced by 1081448
",FLOOR,1.00,Pcs,WH1,
1072106,Service package GRD70,,FLOOR,1.00,Pcs,WH1,
1072390,Locking cylinder S45/QSM45/50 Forged QSC pre-assembled,,FLOOR,2.00,Pcs,WH1,
1072391,Locking cylinder QS45/50 V4 Forged QSC pre-assembled,,FLOOR,2.00,Pcs,WH1,
1072515,ECO-upgrade kit S60 right-H71,-ECOil Hitch: H¤ 1bl 3hy 0el 0cl,FLOOR,4.00,Pcs,WH1,
1072517,S60-upgrade kit-Outside hose connection blocks,-Info:,FLOOR,2.00,Pcs,WH1,
1073126,"Shim Ø140/61 x 0,5",-Info: Stick shim. Fits UNI S60 and S70,FLOOR,4.00,Pcs,WH1,
1073127,"Shim Ø140/61 x 1,0",-Info: Stick shim. Fits UNI S60 and S70,FLOOR,4.00,Pcs,WH1,
1073128,Shim chamfered Ø140/61 x 5,-Info: Stick shim. Fits UNI S60 and S70,FLOOR,2.00,Pcs,WH1,
1073129,Shim chamfered Ø140/61 x 8,-Info: Stick shim. Fits UNI S60 and S70,FLOOR,2.00,Pcs,WH1,
1073130,Shim chamfered Ø140/61 x 10,-Info: Stick shim. Fits UNI S60 and S70,FLOOR,2.00,Pcs,WH1,
1073302,S60-Direct connect-DC2,"-Machine adapted: Komatsu PC120/128US/130/138US/PW130/140/148/150/158/160/168
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067259
1073302,S60-Direct connect-DC2,"-Machine adapted: Komatsu PC120/128US/130/138US/PW130/140/148/150/158/160/168
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067260
1073356,Shim kit End lock - EC233,,FLOOR,1.00,Pcs,WH1,
1073715,Quick hitch QSM60 EC214 V3 cast,,FLOOR,1.00,Pcs,WH1,
1073810,EC219S-QSM60Q-QS60-DC3-H28-T70,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067102
1073810,EC219S-QSM60Q-QS60-DC3-H28-T70,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067103
1073879,EC226S-QSM70Q-QS70-DC3-H31-T71,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067108
1073879,EC226S-QSM70Q-QS70-DC3-H31-T71,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067109
1074018,Block ECO45/50 W QH with dowelpins V2,,FLOOR,2.00,Pcs,WH1,
1074033,Block ECO80 W-quick hitch -with dowel pins-V2,"-Info: For 2x1"" + 1x1/2""",FLOOR,1.00,Pcs,WH1,
1074303,GAF-GH1200 V2-QS70-125x50x1200-5T TP500,"-Version: Mechanical
-ECOil: #N/A
-Feed hose couplings: #N/A
-Frame width: 1200
-Fork dimensions: 125x50x1200
-Max load: 5T
-Other:",FLOOR,1.00,Pcs,WH1,EC086873
1074438,QS40-Direct connect-H61-DC2,"-Machine adapted: Kobelco/NH SK45,55,58/E45BSR/E50,2SR/E50BSR/E55B
-ECOil Hitch: H¤ 2bl 2hy 2el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other:
-Info: Documentation 9000114, 9000417",FLOOR,1.00,Pcs,WH1,MO010067160
1074471,TG42HD V2-QS60-T2,"-ECOil: T¤ 1bl 2hy 0el 0cl
-Feed hose couplings: #N/A
-Drilling: BPE3
-Other:",FLOOR,0.00,Pcs,WH1,
1074662,SG09-QS45-T5,"-ECOil: T¤ 1bl 2hy 0el 0cl
-Feed hose couplings: #N/A
-Drilling: BPE2
-Other:",FLOOR,1.00,Pcs,WH1,MO020009480
1074662,SG09-QS45-T5,"-ECOil: T¤ 1bl 2hy 0el 0cl
-Feed hose couplings: #N/A
-Drilling: BPE2
-Other:",FLOOR,1.00,Pcs,WH1,MO020009481
1074748,Shim chamfered Ø140/56 x 8,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1074781,Shim chamfered Ø140/51 x 8,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1074783,Shim chamfered Ø140/51 x 10,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1074818,GRD70B-QSM70,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067110
1074818,GRD70B-QSM70,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067121
1074818,GRD70B-QSM70,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067122
1074818,GRD70B-QSM70,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067123
1075311,EC214S-QSM60Q-QS60-DC3-24V-H28-T70,"-Machine adapted: No
-ECOil Hitch: H¤ 1bl 2hy 
-ECOil Top: T¤ 1bl 2hy 1el 1cl
-Position Sensors: Tilt+Rotation
-Volt: 24V
-Color: STD
-Lifting Point: #N/A
-Other:
-Info: Documentation 9000113",FLOOR,1.00,Pcs,WH1,MO010067310
1076514,Block ECO45/50 W-top bracket-2hy V2,,FLOOR,2.00,Pcs,WH1,
1076517,Block ECO60 W top bracket -2hy- V2,,FLOOR,2.00,Pcs,WH1,
1076522,"Block ECO80 W-top bracket-3hy (2x1"" & 1x1/2"") V2",,FLOOR,1.00,Pcs,WH1,
1076540,Block ECO80 W-quick hitch -3hy-V3,,FLOOR,1.00,Pcs,WH1,
1077379,Shim chamfered Ø140/76 x 10,-Info: Stick shim. Fits UNI S60,FLOOR,2.00,Pcs,WH1,
1077380,"Shim Ø140/76 x 0,5",-Info: Stick shim. Fits UNI S60,FLOOR,4.00,Pcs,WH1,
1077478,Guide Pin ø8x43 ECO40,,FLOOR,10.00,Pcs,WH1,
1077485,Block ECO40 W-QH-with dowel pins V2,,FLOOR,4.00,Pcs,WH1,
1077488,Block ECO40 W QH-1hy,-Info: replaces 1061836,FLOOR,2.00,Pcs,WH1,
1077496,Block ECO40 W-QSM-quick hitch -1hy V2,-Info: replaces 1066141,FLOOR,4.00,Pcs,WH1,
1077618,S60-Direct connect-DC2,"-Machine adapted: OEM Kobelco 135BSR/140/140SR/145/150BR/160C
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: Kobelco Japan OEM	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067261
1077618,S60-Direct connect-DC2,"-Machine adapted: OEM Kobelco 135BSR/140/140SR/145/150BR/160C
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: Kobelco Japan OEM	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067262
1077719,ECO-upgrade kit S70 right-H83,-ECOil Hitch: H¤ 1bl 3hy 0el 0cl,FLOOR,0.00,Pcs,WH1,
1078099,GS-BPE1-QS40-T59,- ECOil Top: T¤ 2bl 2hy 0el 0cl,FLOOR,0.00,Pcs,WH1,
1078265,TG25HD V2-QS45-T5,"-ECOil: T¤ 1bl 2hy 0el 0cl
-Feed hose couplings: #N/A
-Drilling: BPE2
-Other:",FLOOR,1.00,Pcs,WH1,MO020009577
1078266,TG25HD V2-QS40-T59,"-ECOil: T¤ 2bl 2hy 0el 0cl
-Feed hose couplings: #N/A
-Drilling: BPE2
-Other:",FLOOR,0.00,Pcs,WH1,
1078840,Screw TX45 8x25 10.9 FZB,"-Info: Bufab artikelnummer:
7380T080251",FLOOR,20.00,Pcs,WH1,
1078990,S60-Direct connect-DC2,"-Machine adapted: Hitachi ZX110/120/125/130/135/140/145/150/155W/175W, John Deere 130/135G
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067263
1078990,S60-Direct connect-DC2,"-Machine adapted: Hitachi ZX110/120/125/130/135/140/145/150/155W/175W, John Deere 130/135G
-ECOil Hitch: H¤ 1bl 2hy 1el 1cl
-ECOil Top: #N/A
-Position Sensors: #N/A
-Volt: #N/A
-Color: STD
-Lifting Point: 0T
-Other: -	
-Info: Documentation 9000705, 9000730",FLOOR,1.00,Pcs,WH1,MO010067264
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067284
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067285
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067286
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067287
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067288
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067289
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067290
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067291
1079540,GRD45/50B-QSD45/50/QSM45/50,-Info: Documentation 9000116,FLOOR,1.00,Pcs,WH1,MO010067292
